    0.500E+00  0.383E+00  
    0.252E+01  0.451E+00  
    0.454E+01  0.235E+00  
    0.656E+01  0.142E+00  
    0.858E+01  0.160E+00  
    0.106E+02  0.189E+00  
    0.126E+02  0.229E+00  
    0.146E+02  0.259E+00  
    0.167E+02  0.286E+00  
    0.187E+02  0.313E+00  
    0.207E+02  0.333E+00  
    0.227E+02  0.357E+00  
    0.247E+02  0.369E+00  
    0.268E+02  0.382E+00  
    0.288E+02  0.398E+00  
    0.308E+02  0.411E+00  
    0.328E+02  0.431E+00  
    0.348E+02  0.443E+00  
    0.369E+02  0.451E+00  
    0.389E+02  0.469E+00  
    0.409E+02  0.481E+00  
    0.429E+02  0.477E+00  
    0.449E+02  0.492E+00  
    0.470E+02  0.517E+00  
    0.490E+02  0.511E+00  
    0.510E+02  0.527E+00  
    0.530E+02  0.531E+00  
    0.551E+02  0.542E+00  
    0.571E+02  0.555E+00  
    0.591E+02  0.564E+00  
    0.611E+02  0.560E+00  
    0.631E+02  0.574E+00  
    0.652E+02  0.578E+00  
    0.672E+02  0.587E+00  
    0.692E+02  0.588E+00  
    0.712E+02  0.602E+00  
    0.732E+02  0.607E+00  
    0.753E+02  0.614E+00  
    0.773E+02  0.630E+00  
    0.793E+02  0.629E+00  
    0.813E+02  0.633E+00  
    0.833E+02  0.638E+00  
    0.854E+02  0.639E+00  
    0.874E+02  0.641E+00  
    0.894E+02  0.645E+00  
    0.914E+02  0.655E+00  
    0.934E+02  0.655E+00  
    0.955E+02  0.664E+00  
    0.975E+02  0.682E+00  
    0.995E+02  0.659E+00  
