3.5 4.8
4.5 2.4
5.5 11.0
7 4.0
9 6.5
12.5 6.6
17.5 1.1
22.5 0.8
27.5 2.0
32.5 2.8
37.5 2.0
42.5 5.0
47.5 5.2
52.5 0.8
57.5 17.2
65 5.4
75 10.6
90 7.9
