3.5 8.2
4.5 4.4
5.5 3.2
7 2.4
9 0.5
12.5 3.0
17.5 0.9
22.5 3.1
27.5 4.1
22.5 1.7
27.5 0.4
32.5 0.1
37.5 3.1
42.5 4.3
47.5 3.2
52.5 1.5
57.5 10.6
65 0.6
75 2.5
90 3.9
